timestamp,open,high,low,close,volume
2025-04-03,189.8400,194.1500,186.7200,187.6300,12750477
2025-04-02,199.4800,202.1900,198.4250,199.7700,6026478
2025-04-01,199.5600,204.5000,198.4700,203.7900,3853985
2025-03-31,197.5300,201.5700,194.4501,200.1500,6923117
2025-03-28,205.6000,206.8600,199.5900,199.8800,5178747
2025-03-27,206.3600,207.6900,202.8000,205.8800,3301905
2025-03-26,212.2900,214.2100,206.6900,207.3700,4792186
2025-03-25,210.7700,212.7600,210.2501,212.1300,4315235
2025-03-24,206.9200,210.8800,205.5971,210.2300,4043912
2025-03-21,202.6000,204.3100,200.8200,204.1300,7976314
2025-03-20,205.0000,206.1700,203.1050,203.9300,3970839
2025-03-19,201.3200,206.8200,201.3200,205.5700,3564007
2025-03-18,201.8000,201.9800,199.5200,200.7900,3983225
2025-03-17,197.0000,203.6000,196.3300,202.0300,3733000
2025-03-14,195.3700,197.7000,193.6000,197.1100,3263180
2025-03-13,194.5500,195.6233,191.6700,192.4200,3837242
2025-03-12,194.9200,197.2500,192.4300,195.0000,4735346
2025-03-11,189.9300,193.6800,188.3200,191.7200,5356713
2025-03-10,189.2000,192.2100,187.9100,192.1200,6165162
2025-03-07,195.0700,195.7500,187.6803,193.8500,7681445
2025-03-06,199.0000,200.2200,195.2800,196.0500,5621407
2025-03-05,198.8700,204.4685,198.6900,202.5000,6221172
2025-03-04,198.0000,203.0350,193.2600,198.7700,6164224
2025-03-03,207.0900,208.4800,200.8109,201.9600,5376418
2025-02-28,201.9500,207.3200,201.0300,206.9800,6117448
2025-02-27,204.4200,205.4700,201.1000,201.4300,3480172
2025-02-26,201.7600,204.6000,199.9900,201.6100,3157616
2025-02-25,198.9800,200.0800,194.8400,199.2700,4121431
2025-02-24,202.6300,203.2500,197.4300,198.7100,4299102
2025-02-21,208.3600,209.1200,198.4400,199.8300,5419461
2025-02-20,209.7300,210.2750,207.1500,208.7400,2969052
2025-02-19,209.0400,211.7808,208.8800,210.5000,2699066
2025-02-18,209.8700,212.1929,209.3200,210.0800,4395963
2025-02-14,208.6600,209.1600,204.9700,208.2700,4268458
2025-02-13,211.1200,211.3000,206.2666,208.3600,3763283
2025-02-12,206.7000,211.4200,206.1400,209.6400,4595182
2025-02-11,205.0000,209.1499,204.4400,208.8200,4110933
2025-02-10,206.1400,206.6600,203.4000,205.2200,3787836
2025-02-07,206.4800,207.8400,204.5000,205.2800,3954373
2025-02-06,205.0000,206.1000,204.0600,206.0600,3113444
2025-02-05,203.8800,205.2800,201.7900,204.5800,3239416
2025-02-04,202.9300,204.5400,200.4300,202.1800,5413812
2025-02-03,200.0000,204.7300,198.9700,204.1100,4678259
2025-01-31,205.8400,205.8700,203.0700,203.5700,5514250
2025-01-30,199.8100,205.9300,199.4800,205.5700,6282073
2025-01-29,194.9300,199.9400,194.9250,199.1000,5595791
2025-01-28,195.2950,196.5500,191.7900,194.4300,4858823
2025-01-27,194.3400,196.6299,192.7400,194.4600,7674813
